Event_ID,League,Match_Name,Match_Date,Stadium,City,Seat_Category,Ticket_Price,Sale_Date,Days_Before_Match,Quantity,Weather,Day_of_Week,Demand_Level
EVT0210,ISL,Kerala Blasters FC vs Chennaiyin FC,03-12-2023,Jawaharlal Nehru Stadium,Kochi,General,900,26-10-2023,38,2,Hazy,Sunday,High
EVT0023,ISL,Mohun Bagan Super Giant vs Odisha FC,14-12-2024,Kalinga Stadium,Bhubaneswar,VIP,4400,07-12-2024,7,5,Rainy,Saturday,High
EVT0081,IPL,Royal Challengers Bengaluru vs Delhi Capitals,28-04-2024,M. Chinnaswamy Stadium,Bengaluru,Premium,5150,06-03-2024,53,1,Cloudy,Sunday,High
EVT0293,IPL,Chennai Super Kings vs Kolkata Knight Riders,09-05-2024,Eden Gardens,Kolkata,Premium,5350,22-04-2024,17,4,Humid,Thursday,High
EVT0165,IPL,Royal Challengers Bengaluru vs Mumbai Indians,16-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2050,11-03-2024,36,2,Cloudy,Tuesday,High
EVT0245,ISL,NorthEast United FC vs Bengaluru FC,22-02-2025,Indira Gandhi Athletic Stadium,Guwahati,VIP,4650,05-02-2025,17,1,Sunny,Saturday,High
EVT0087,PKL,Dabang Delhi K.C. vs Gujarat Giants,03-08-2024,Thyagaraj Sports Complex,Delhi,General,500,05-07-2024,29,3,Clear,Saturday,High
EVT0033,ISL,FC Goa vs Chennaiyin FC,08-12-2023,Fatorda Stadium,Margao,VIP,4600,02-11-2023,36,2,Rainy,Friday,High
EVT0003,ISL,Chennaiyin FC vs Odisha FC,05-11-2023,"Jawaharlal Nehru Stadium, Chennai",Chennai,Premium,2250,30-09-2023,36,3,Rainy,Sunday,High
EVT0270,IPL,Royal Challengers Bengaluru vs Lucknow Super Giants,07-04-2025,M. Chinnaswamy Stadium,Bengaluru,Premium,5200,13-03-2025,25,2,Cloudy,Monday,High
EVT0086,ISL,Hyderabad FC vs Kerala Blasters FC,07-12-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,12-11-2023,25,4,Clear,Thursday,High
EVT0071,PKL,Telugu Titans vs Bengaluru Bulls,20-07-2024,Kanteerava Indoor Stadium,Bengaluru,General,550,10-05-2024,71,1,Cloudy,Saturday,High
EVT0256,IPL,Mumbai Indians vs Delhi Capitals,26-05-2023,Wankhede Stadium,Mumbai,VIP,10750,07-04-2023,49,1,Clear,Friday,High
EVT0283,ISL,Mumbai City FC vs Bengaluru FC,24-10-2024,Mumbai Football Arena,Mumbai,Premium,2300,12-10-2024,12,2,Clear,Thursday,High
EVT0268,ISL,Bengaluru FC vs Kerala Blasters FC,07-02-2024,Jawaharlal Nehru Stadium,Kochi,Premium,2250,07-01-2024,31,6,Clear,Wednesday,High
EVT0058,ISL,FC Goa vs Kerala Blasters FC,31-01-2025,Jawaharlal Nehru Stadium,Kochi,General,900,25-01-2025,6,4,Cloudy,Friday,High
EVT0156,IPL,Gujarat Titans vs Royal Challengers Bengaluru,14-05-2024,M. Chinnaswamy Stadium,Bengaluru,General,2250,25-04-2024,19,1,Cloudy,Tuesday,High
EVT0116,ISL,Kerala Blasters FC vs Hyderabad FC,07-11-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,Premium,2150,21-08-2023,78,5,Clear,Tuesday,High
EVT0184,PKL,U Mumba vs UP Yoddhas,29-08-2025,Noida Indoor Stadium,Noida,General,550,17-06-2025,73,4,Clear,Friday,High
EVT0008,PKL,Dabang Delhi K.C. vs Tamil Thalaivas,13-07-2024,Jawaharlal Nehru Indoor Stadium,Chennai,Premium,1400,22-06-2024,21,1,Humid,Saturday,High
EVT0071,PKL,Telugu Titans vs Bengaluru Bulls,20-07-2024,Kanteerava Indoor Stadium,Bengaluru,VIP,2750,06-06-2024,44,2,Cloudy,Saturday,High
EVT0289,ISL,Kerala Blasters FC vs FC Goa,09-02-2025,Fatorda Stadium,Margao,Premium,2200,24-01-2025,16,4,Sunny,Sunday,High
EVT0154,PKL,Dabang Delhi K.C. vs UP Yoddhas,17-08-2024,Noida Indoor Stadium,Noida,General,500,23-06-2024,55,3,Sunny,Saturday,High
EVT0033,ISL,FC Goa vs Chennaiyin FC,08-12-2023,Fatorda Stadium,Margao,General,850,24-11-2023,14,2,Rainy,Friday,High
EVT0159,IPL,Lucknow Super Giants vs Rajasthan Royals,21-05-2024,BRSABV Ekana Cricket Stadium,Lucknow,Premium,3450,25-04-2024,26,3,Rainy,Tuesday,Medium
EVT0006,IPL,Sunrisers Hyderabad vs Gujarat Titans,02-04-2023,Narendra Modi Stadium,Ahmedabad,Premium,5650,15-03-2023,18,4,Hazy,Sunday,High
EVT0300,IPL,Rajasthan Royals vs Chennai Super Kings,27-04-2024,Sawai Mansingh Stadium,Jaipur,Premium,5500,22-02-2024,65,1,Clear,Saturday,High
EVT0242,PKL,UP Yoddhas vs Jaipur Pink Panthers,19-08-2025,Noida Indoor Stadium,Noida,General,550,03-07-2025,47,4,Cloudy,Tuesday,High
EVT0079,PKL,Tamil Thalaivas vs Haryana Steelers,25-09-2025,Tau Devi Lal Sports Complex,Panchkula,General,250,01-09-2025,24,4,Hazy,Thursday,Low
EVT0267,PKL,Bengaluru Bulls vs U Mumba,02-08-2023,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,General,500,19-06-2023,44,5,Rainy,Wednesday,High
EVT0204,IPL,Royal Challengers Bengaluru vs Chennai Super Kings,30-04-2025,M. Chinnaswamy Stadium,Bengaluru,General,2150,05-04-2025,25,3,Cloudy,Wednesday,High
EVT0226,IPL,Punjab Kings vs Kolkata Knight Riders,11-04-2025,Eden Gardens,Kolkata,Premium,5500,03-02-2025,67,4,Humid,Friday,High
EVT0186,IPL,Lucknow Super Giants vs Royal Challengers Bengaluru,19-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2150,04-03-2024,46,3,Cloudy,Friday,High
EVT0023,ISL,Mohun Bagan Super Giant vs Odisha FC,14-12-2024,Kalinga Stadium,Bhubaneswar,Corporate Box,9600,07-10-2024,68,2,Rainy,Saturday,High
EVT0077,IPL,Royal Challengers Bengaluru vs Punjab Kings,12-05-2025,M. Chinnaswamy Stadium,Bengaluru,VIP,11050,26-04-2025,16,2,Cloudy,Monday,High
EVT0021,IPL,Delhi Capitals vs Mumbai Indians,26-04-2025,Arun Jaitley Stadium,Delhi,General,2150,08-03-2025,49,2,Sunny,Saturday,High
EVT0289,ISL,Kerala Blasters FC vs FC Goa,09-02-2025,Fatorda Stadium,Margao,Premium,2300,18-12-2024,53,2,Sunny,Sunday,High
EVT0065,PKL,Bengaluru Bulls vs Puneri Paltan,19-09-2025,Kanteerava Indoor Stadium,Bengaluru,General,550,27-08-2025,23,3,Cloudy,Friday,High
EVT0038,PKL,Bengaluru Bulls vs Telugu Titans,03-07-2025,Kanteerava Indoor Stadium,Bengaluru,VIP,1850,15-06-2025,18,1,Cloudy,Thursday,Medium
EVT0094,PKL,Puneri Paltan vs Gujarat Giants,18-07-2023,EKA Arena,Ahmedabad,General,350,07-07-2023,11,4,Hazy,Tuesday,Medium
EVT0249,ISL,Chennaiyin FC vs Mohun Bagan Super Giant,02-11-2025,"Jawaharlal Nehru Stadium, Chennai",Chennai,Premium,2350,08-09-2025,55,10,Rainy,Sunday,High
EVT0273,ISL,Mohun Bagan Super Giant vs Odisha FC,27-02-2024,Salt Lake Stadium,Kolkata,Premium,2300,11-12-2023,78,4,Clear,Tuesday,High
EVT0235,IPL,Royal Challengers Bengaluru vs Gujarat Titans,20-04-2025,Narendra Modi Stadium,Ahmedabad,General,2250,10-03-2025,41,2,Sunny,Sunday,High
EVT0121,PKL,Bengal Warriors vs Jaipur Pink Panthers,10-07-2025,Netaji Indoor Stadium,Kolkata,Premium,1400,18-05-2025,53,4,Humid,Thursday,High
EVT0011,IPL,Delhi Capitals vs Kolkata Knight Riders,26-03-2025,Eden Gardens,Kolkata,General,2250,08-03-2025,18,2,Clear,Wednesday,High
EVT0134,IPL,Sunrisers Hyderabad vs Kolkata Knight Riders,30-04-2023,Rajiv Gandhi International Stadium,Hyderabad,General,2150,07-04-2023,23,4,Rainy,Sunday,High
EVT0190,ISL,Mohun Bagan Super Giant vs Jamshedpur FC,16-01-2025,JRD Tata Sports Complex,Jamshedpur,VIP,4350,05-01-2025,11,4,Clear,Thursday,High
EVT0229,IPL,Royal Challengers Bengaluru vs Lucknow Super Giants,14-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,2200,25-04-2025,19,1,Clear,Wednesday,High
EVT0021,IPL,Delhi Capitals vs Mumbai Indians,26-04-2025,Arun Jaitley Stadium,Delhi,General,2050,09-04-2025,17,4,Sunny,Saturday,High
EVT0162,PKL,Dabang Delhi K.C. vs U Mumba,02-08-2023,Thyagaraj Sports Complex,Delhi,Premium,1350,20-07-2023,13,1,Clear,Wednesday,High
EVT0093,IPL,Delhi Capitals vs Rajasthan Royals,25-03-2025,Arun Jaitley Stadium,Delhi,General,1450,29-01-2025,55,1,Sunny,Tuesday,Medium
EVT0259,ISL,Bengaluru FC vs Chennaiyin FC,06-01-2026,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,900,14-12-2025,23,2,Sunny,Tuesday,High
EVT0009,IPL,Delhi Capitals vs Lucknow Super Giants,23-03-2025,Arun Jaitley Stadium,Delhi,General,2100,03-03-2025,20,4,Sunny,Sunday,High
EVT0291,ISL,Mohun Bagan Super Giant vs Chennaiyin FC,18-12-2023,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,850,09-11-2023,39,7,Rainy,Monday,High
EVT0164,IPL,Rajasthan Royals vs Chennai Super Kings,28-03-2024,Sawai Mansingh Stadium,Jaipur,General,2050,16-02-2024,41,9,Rainy,Thursday,High
EVT0249,ISL,Chennaiyin FC vs Mohun Bagan Super Giant,02-11-2025,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,950,18-10-2025,15,4,Rainy,Sunday,High
EVT0085,ISL,Kerala Blasters FC vs Hyderabad FC,02-12-2025,Jawaharlal Nehru Stadium,Kochi,Premium,2150,21-11-2025,11,5,Cloudy,Tuesday,High
EVT0110,IPL,Royal Challengers Bengaluru vs Punjab Kings,30-03-2024,PCA Stadium,Mohali,General,2200,17-02-2024,42,2,Sunny,Saturday,High
EVT0013,PKL,UP Yoddhas vs Gujarat Giants,05-07-2025,Noida Indoor Stadium,Noida,Corporate Box,4050,12-06-2025,23,2,Clear,Saturday,Medium
EVT0067,IPL,Lucknow Super Giants vs Chennai Super Kings,27-03-2024,BRSABV Ekana Cricket Stadium,Lucknow,General,2100,13-02-2024,43,1,Hazy,Wednesday,High
EVT0036,PKL,Telugu Titans vs Tamil Thalaivas,05-07-2024,Jawaharlal Nehru Indoor Stadium,Chennai,General,350,12-05-2024,54,1,Humid,Friday,Medium
EVT0143,ISL,Kerala Blasters FC vs FC Goa,28-10-2023,Jawaharlal Nehru Stadium,Kochi,General,900,08-10-2023,20,4,Clear,Saturday,High
EVT0197,IPL,Punjab Kings vs Sunrisers Hyderabad,29-03-2024,PCA Stadium,Mohali,General,2250,01-03-2024,28,1,Sunny,Friday,High
EVT0136,ISL,Odisha FC vs Kerala Blasters FC,21-12-2025,Kalinga Stadium,Bhubaneswar,Premium,2300,12-12-2025,9,1,Hazy,Sunday,High
EVT0014,IPL,Mumbai Indians vs Chennai Super Kings,29-04-2025,M. A. Chidambaram Stadium,Chennai,General,2200,11-04-2025,18,3,Humid,Tuesday,High
EVT0105,PKL,Patna Pirates vs Telugu Titans,08-10-2024,Gachibowli Indoor Stadium,Hyderabad,Premium,1350,24-08-2024,45,1,Hazy,Tuesday,High
EVT0037,IPL,Royal Challengers Bengaluru vs Chennai Super Kings,24-03-2025,M. Chinnaswamy Stadium,Bengaluru,General,2100,04-03-2025,20,4,Cloudy,Monday,High
EVT0236,ISL,Mohun Bagan Super Giant vs Jamshedpur FC,19-02-2026,Salt Lake Stadium,Kolkata,General,850,05-02-2026,14,1,Clear,Thursday,High
EVT0039,ISL,Mumbai City FC vs Odisha FC,14-12-2024,Kalinga Stadium,Bhubaneswar,Premium,2250,20-10-2024,55,6,Rainy,Saturday,High
EVT0251,ISL,Hyderabad FC vs Bengaluru FC,03-03-2024,Sree Kanteerava Stadium,Bengaluru,General,900,11-02-2024,21,1,Cloudy,Sunday,High
EVT0010,ISL,Mumbai City FC vs Chennaiyin FC,21-01-2026,"Jawaharlal Nehru Stadium, Chennai",Chennai,Corporate Box,6600,14-12-2025,38,2,Sunny,Wednesday,Medium
EVT0298,PKL,Jaipur Pink Panthers vs Haryana Steelers,23-07-2023,Sawai Mansingh Indoor Stadium,Jaipur,Premium,1300,30-06-2023,23,2,Cloudy,Sunday,High
EVT0253,ISL,Mohun Bagan Super Giant vs Kerala Blasters FC,10-12-2023,Salt Lake Stadium,Kolkata,General,900,28-10-2023,43,2,Clear,Sunday,High
EVT0105,PKL,Patna Pirates vs Telugu Titans,08-10-2024,Gachibowli Indoor Stadium,Hyderabad,General,550,30-08-2024,39,4,Hazy,Tuesday,High
EVT0248,IPL,Royal Challengers Bengaluru vs Mumbai Indians,11-05-2023,Wankhede Stadium,Mumbai,General,2200,10-05-2023,1,1,Clear,Thursday,High
EVT0020,IPL,Mumbai Indians vs Royal Challengers Bengaluru,21-04-2024,Wankhede Stadium,Mumbai,General,2100,22-02-2024,59,2,Clear,Sunday,High
EVT0078,IPL,Lucknow Super Giants vs Punjab Kings,16-05-2024,BRSABV Ekana Cricket Stadium,Lucknow,Premium,3450,21-04-2024,25,2,Cloudy,Thursday,Medium
EVT0147,IPL,Sunrisers Hyderabad vs Lucknow Super Giants,31-03-2024,BRSABV Ekana Cricket Stadium,Lucknow,VIP,10350,21-03-2024,10,5,Cloudy,Sunday,High
EVT0068,ISL,Bengaluru FC vs FC Goa,09-10-2024,Fatorda Stadium,Margao,Premium,2300,29-09-2024,10,2,Rainy,Wednesday,High
EVT0239,ISL,NorthEast United FC vs Chennaiyin FC,21-01-2024,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,900,21-12-2023,31,8,Sunny,Sunday,High
EVT0279,IPL,Sunrisers Hyderabad vs Punjab Kings,31-03-2023,PCA Stadium,Mohali,General,2200,02-02-2023,57,2,Clear,Friday,High
EVT0122,ISL,FC Goa vs Bengaluru FC,06-11-2024,Fatorda Stadium,Margao,General,900,26-09-2024,41,3,Cloudy,Wednesday,High
EVT0180,ISL,Hyderabad FC vs Kerala Blasters FC,03-01-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,04-12-2023,30,1,Sunny,Wednesday,High
EVT0003,ISL,Chennaiyin FC vs Odisha FC,05-11-2023,"Jawaharlal Nehru Stadium, Chennai",Chennai,Premium,2250,24-09-2023,42,4,Rainy,Sunday,High
EVT0157,IPL,Lucknow Super Giants vs Royal Challengers Bengaluru,26-04-2023,M. Chinnaswamy Stadium,Bengaluru,General,2100,09-04-2023,17,1,Cloudy,Wednesday,High
EVT0067,IPL,Lucknow Super Giants vs Chennai Super Kings,27-03-2024,BRSABV Ekana Cricket Stadium,Lucknow,Premium,5600,06-03-2024,21,4,Hazy,Wednesday,High
EVT0193,IPL,Delhi Capitals vs Royal Challengers Bengaluru,11-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2250,20-01-2024,82,1,Cloudy,Thursday,High
EVT0297,ISL,Hyderabad FC vs Bengaluru FC,20-12-2024,Sree Kanteerava Stadium,Bengaluru,Premium,2150,03-12-2024,17,2,Cloudy,Friday,High
EVT0052,IPL,Mumbai Indians vs Chennai Super Kings,25-04-2024,M. A. Chidambaram Stadium,Chennai,Premium,5450,02-04-2024,23,2,Humid,Thursday,High
EVT0223,ISL,Jamshedpur FC vs Bengaluru FC,26-10-2023,Sree Kanteerava Stadium,Bengaluru,VIP,4300,13-10-2023,13,2,Cloudy,Thursday,High
EVT0229,IPL,Royal Challengers Bengaluru vs Lucknow Super Giants,14-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,2100,21-04-2025,23,2,Clear,Wednesday,High
EVT0008,PKL,Dabang Delhi K.C. vs Tamil Thalaivas,13-07-2024,Jawaharlal Nehru Indoor Stadium,Chennai,General,550,28-06-2024,15,5,Humid,Saturday,High
EVT0158,IPL,Delhi Capitals vs Royal Challengers Bengaluru,29-05-2023,Arun Jaitley Stadium,Delhi,Premium,5350,21-04-2023,38,3,Sunny,Monday,High
EVT0231,PKL,UP Yoddhas vs Puneri Paltan,15-09-2025,Noida Indoor Stadium,Noida,VIP,1700,27-08-2025,19,2,Hazy,Monday,Medium
EVT0086,ISL,Hyderabad FC vs Kerala Blasters FC,07-12-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,950,07-10-2023,61,1,Clear,Thursday,High
EVT0131,PKL,U Mumba vs Patna Pirates,30-08-2024,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,General,500,21-07-2024,40,1,Rainy,Friday,High
EVT0195,ISL,Bengaluru FC vs NorthEast United FC,31-12-2025,Indira Gandhi Athletic Stadium,Guwahati,General,900,10-12-2025,21,1,Hazy,Wednesday,High
EVT0054,ISL,Kerala Blasters FC vs Mohun Bagan Super Giant,07-10-2025,Salt Lake Stadium,Kolkata,Premium,2250,24-09-2025,13,1,Humid,Tuesday,High
EVT0131,PKL,U Mumba vs Patna Pirates,30-08-2024,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,General,550,24-08-2024,6,2,Rainy,Friday,High
EVT0258,IPL,Royal Challengers Bengaluru vs Punjab Kings,22-05-2023,M. Chinnaswamy Stadium,Bengaluru,General,2200,03-05-2023,19,2,Cloudy,Monday,High
EVT0095,IPL,Chennai Super Kings vs Gujarat Titans,10-05-2023,M. A. Chidambaram Stadium,Chennai,General,2150,10-03-2023,61,2,Humid,Wednesday,High
EVT0216,ISL,Odisha FC vs Mumbai City FC,14-12-2025,Mumbai Football Arena,Mumbai,General,900,02-12-2025,12,3,Clear,Sunday,High
EVT0248,IPL,Royal Challengers Bengaluru vs Mumbai Indians,11-05-2023,Wankhede Stadium,Mumbai,General,2250,14-03-2023,58,1,Clear,Thursday,High
EVT0300,IPL,Rajasthan Royals vs Chennai Super Kings,27-04-2024,Sawai Mansingh Stadium,Jaipur,General,2050,14-03-2024,44,1,Clear,Saturday,High
EVT0264,IPL,Kolkata Knight Riders vs Punjab Kings,28-05-2023,Eden Gardens,Kolkata,General,2200,07-04-2023,51,1,Humid,Sunday,High
EVT0124,PKL,Telugu Titans vs U Mumba,01-09-2023,Gachibowli Indoor Stadium,Hyderabad,Premium,1350,10-07-2023,53,8,Hazy,Friday,High
EVT0082,ISL,Jamshedpur FC vs Mohun Bagan Super Giant,08-10-2024,JRD Tata Sports Complex,Jamshedpur,Corporate Box,10300,11-08-2024,58,2,Rainy,Tuesday,High
EVT0039,ISL,Mumbai City FC vs Odisha FC,14-12-2024,Kalinga Stadium,Bhubaneswar,Premium,2200,28-10-2024,47,3,Rainy,Saturday,High
EVT0050,ISL,Jamshedpur FC vs Kerala Blasters FC,19-11-2023,Jawaharlal Nehru Stadium,Kochi,Premium,2200,22-09-2023,58,2,Clear,Sunday,High
EVT0058,ISL,FC Goa vs Kerala Blasters FC,31-01-2025,Jawaharlal Nehru Stadium,Kochi,General,900,28-01-2025,3,3,Cloudy,Friday,High
EVT0185,ISL,Kerala Blasters FC vs Bengaluru FC,07-10-2023,Jawaharlal Nehru Stadium,Kochi,VIP,4600,29-08-2023,39,4,Rainy,Saturday,High
EVT0156,IPL,Gujarat Titans vs Royal Challengers Bengaluru,14-05-2024,M. Chinnaswamy Stadium,Bengaluru,General,2200,02-05-2024,12,4,Cloudy,Tuesday,High
EVT0132,PKL,Jaipur Pink Panthers vs Bengal Warriors,06-07-2024,Netaji Indoor Stadium,Kolkata,Premium,1400,27-06-2024,9,2,Humid,Saturday,High
EVT0106,IPL,Lucknow Super Giants vs Kolkata Knight Riders,21-05-2023,Eden Gardens,Kolkata,General,2250,04-05-2023,17,7,Humid,Sunday,High
EVT0089,ISL,Bengaluru FC vs Mohun Bagan Super Giant,31-01-2026,Sree Kanteerava Stadium,Bengaluru,General,900,03-01-2026,28,6,Cloudy,Saturday,High
EVT0027,ISL,FC Goa vs Bengaluru FC,12-10-2023,Sree Kanteerava Stadium,Bengaluru,VIP,4600,09-09-2023,33,9,Cloudy,Thursday,High
EVT0250,ISL,FC Goa vs NorthEast United FC,18-11-2024,Fatorda Stadium,Margao,General,600,01-11-2024,17,1,Hazy,Monday,Medium
EVT0101,PKL,Patna Pirates vs U Mumba,31-08-2023,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,Premium,1350,21-08-2023,10,2,Rainy,Thursday,High
EVT0038,PKL,Bengaluru Bulls vs Telugu Titans,03-07-2025,Kanteerava Indoor Stadium,Bengaluru,General,350,11-05-2025,53,1,Cloudy,Thursday,Medium
EVT0149,IPL,Mumbai Indians vs Gujarat Titans,31-03-2025,Wankhede Stadium,Mumbai,General,2150,03-03-2025,28,2,Clear,Monday,High
EVT0195,ISL,Bengaluru FC vs NorthEast United FC,31-12-2025,Indira Gandhi Athletic Stadium,Guwahati,Premium,2250,17-12-2025,14,1,Hazy,Wednesday,High
EVT0053,ISL,FC Goa vs Hyderabad FC,01-12-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,Premium,2350,18-10-2023,44,3,Sunny,Friday,High
EVT0023,ISL,Mohun Bagan Super Giant vs Odisha FC,14-12-2024,Kalinga Stadium,Bhubaneswar,General,950,01-12-2024,13,4,Rainy,Saturday,High
EVT0204,IPL,Royal Challengers Bengaluru vs Chennai Super Kings,30-04-2025,M. Chinnaswamy Stadium,Bengaluru,General,2100,20-04-2025,10,2,Cloudy,Wednesday,High
EVT0141,IPL,Rajasthan Royals vs Lucknow Super Giants,02-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,2050,16-03-2025,47,2,Cloudy,Friday,High
EVT0184,PKL,U Mumba vs UP Yoddhas,29-08-2025,Noida Indoor Stadium,Noida,Premium,1350,03-08-2025,26,4,Clear,Friday,High
EVT0124,PKL,Telugu Titans vs U Mumba,01-09-2023,Gachibowli Indoor Stadium,Hyderabad,General,550,06-08-2023,26,3,Hazy,Friday,High
EVT0042,PKL,Jaipur Pink Panthers vs Puneri Paltan,11-07-2025,Sawai Mansingh Indoor Stadium,Jaipur,Premium,1300,15-06-2025,26,2,Clear,Friday,High
EVT0033,ISL,FC Goa vs Chennaiyin FC,08-12-2023,Fatorda Stadium,Margao,General,850,23-10-2023,46,2,Rainy,Friday,High
EVT0280,ISL,Bengaluru FC vs Mumbai City FC,31-10-2023,Sree Kanteerava Stadium,Bengaluru,General,900,02-10-2023,29,1,Cloudy,Tuesday,High
EVT0185,ISL,Kerala Blasters FC vs Bengaluru FC,07-10-2023,Jawaharlal Nehru Stadium,Kochi,General,950,21-09-2023,16,2,Rainy,Saturday,High
EVT0210,ISL,Kerala Blasters FC vs Chennaiyin FC,03-12-2023,Jawaharlal Nehru Stadium,Kochi,General,850,23-11-2023,10,3,Hazy,Sunday,High
EVT0091,IPL,Mumbai Indians vs Delhi Capitals,16-05-2023,Arun Jaitley Stadium,Delhi,General,2250,14-04-2023,32,3,Sunny,Tuesday,High
EVT0007,IPL,Rajasthan Royals vs Lucknow Super Giants,13-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,1400,21-04-2025,22,2,Hazy,Tuesday,Medium
EVT0285,ISL,Odisha FC vs Kerala Blasters FC,06-11-2025,Jawaharlal Nehru Stadium,Kochi,General,900,27-09-2025,40,2,Rainy,Thursday,High
EVT0227,IPL,Mumbai Indians vs Chennai Super Kings,23-05-2024,Wankhede Stadium,Mumbai,General,2100,30-04-2024,23,4,Clear,Thursday,High
EVT0235,IPL,Royal Challengers Bengaluru vs Gujarat Titans,20-04-2025,Narendra Modi Stadium,Ahmedabad,Corporate Box,23750,21-03-2025,30,2,Sunny,Sunday,High
EVT0129,IPL,Chennai Super Kings vs Mumbai Indians,15-05-2023,M. A. Chidambaram Stadium,Chennai,General,2100,04-04-2023,41,2,Humid,Monday,High
EVT0280,ISL,Bengaluru FC vs Mumbai City FC,31-10-2023,Sree Kanteerava Stadium,Bengaluru,VIP,4350,19-08-2023,73,1,Cloudy,Tuesday,High
EVT0232,IPL,Punjab Kings vs Royal Challengers Bengaluru,29-04-2023,M. Chinnaswamy Stadium,Bengaluru,General,2050,12-02-2023,76,3,Cloudy,Saturday,High
EVT0074,PKL,Patna Pirates vs Tamil Thalaivas,30-07-2025,Patliputra Sports Complex,Patna,General,500,12-06-2025,48,3,Hazy,Wednesday,High
EVT0257,ISL,Bengaluru FC vs Chennaiyin FC,13-02-2025,Sree Kanteerava Stadium,Bengaluru,General,950,18-01-2025,26,2,Cloudy,Thursday,High
EVT0153,PKL,Dabang Delhi K.C. vs Tamil Thalaivas,09-10-2025,Jawaharlal Nehru Indoor Stadium,Chennai,Premium,950,31-08-2025,39,4,Rainy,Thursday,Medium
EVT0144,IPL,Gujarat Titans vs Sunrisers Hyderabad,14-04-2024,Narendra Modi Stadium,Ahmedabad,General,2200,20-02-2024,54,6,Rainy,Sunday,High
EVT0218,IPL,Delhi Capitals vs Gujarat Titans,28-05-2023,Narendra Modi Stadium,Ahmedabad,General,2200,13-05-2023,15,3,Sunny,Sunday,High
EVT0062,IPL,Delhi Capitals vs Gujarat Titans,31-03-2024,Arun Jaitley Stadium,Delhi,Premium,5550,06-01-2024,85,7,Sunny,Sunday,High
EVT0081,IPL,Royal Challengers Bengaluru vs Delhi Capitals,28-04-2024,M. Chinnaswamy Stadium,Bengaluru,Premium,5650,05-03-2024,54,4,Cloudy,Sunday,High
EVT0212,PKL,Haryana Steelers vs Bengaluru Bulls,11-08-2025,Kanteerava Indoor Stadium,Bengaluru,General,350,07-08-2025,4,3,Cloudy,Monday,Medium
EVT0294,IPL,Royal Challengers Bengaluru vs Sunrisers Hyderabad,27-03-2025,M. Chinnaswamy Stadium,Bengaluru,Premium,5350,23-01-2025,63,3,Cloudy,Thursday,High
EVT0077,IPL,Royal Challengers Bengaluru vs Punjab Kings,12-05-2025,M. Chinnaswamy Stadium,Bengaluru,General,2150,25-04-2025,17,2,Cloudy,Monday,High
EVT0205,IPL,Royal Challengers Bengaluru vs Delhi Capitals,24-05-2025,M. Chinnaswamy Stadium,Bengaluru,General,2150,09-03-2025,76,1,Cloudy,Saturday,High
EVT0235,IPL,Royal Challengers Bengaluru vs Gujarat Titans,20-04-2025,Narendra Modi Stadium,Ahmedabad,General,2100,07-04-2025,13,3,Sunny,Sunday,High
EVT0239,ISL,NorthEast United FC vs Chennaiyin FC,21-01-2024,"Jawaharlal Nehru Stadium, Chennai",Chennai,Premium,2300,10-12-2023,42,8,Sunny,Sunday,High
EVT0064,ISL,Hyderabad FC vs Odisha FC,22-11-2025,G. M. C. Balayogi Athletic Stadium,Hyderabad,Premium,1450,28-10-2025,25,1,Hazy,Saturday,Medium
EVT0028,ISL,Hyderabad FC vs Mumbai City FC,24-12-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,VIP,2950,07-12-2024,17,2,Rainy,Tuesday,Medium
EVT0050,ISL,Jamshedpur FC vs Kerala Blasters FC,19-11-2023,Jawaharlal Nehru Stadium,Kochi,General,850,26-10-2023,24,3,Clear,Sunday,High
EVT0117,ISL,Hyderabad FC vs Bengaluru FC,13-01-2025,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,850,30-11-2024,44,1,Clear,Monday,High
EVT0020,IPL,Mumbai Indians vs Royal Challengers Bengaluru,21-04-2024,Wankhede Stadium,Mumbai,General,2200,12-03-2024,40,1,Clear,Sunday,High
