Event_ID,League_Code,Team_A_Code,Team_B_Code,Match_Date,Stadium_Code,City_Code,Seat_Category_Code,Ticket_Price,Sale_Date,Days_Before_Match,Quantity,Weather_Code,Day_of_Week_Code,Demand_Level_Code
487,1,1,5,2024-12-14,4,4,4,15000,2024-10-17,58,8,5,6,1
291,3,25,28,2025-12-25,7,7,4,15000,2025-10-06,80,6,5,4,1
373,8,76,72,2024-07-07,10,10,1,4761,2024-04-30,68,6,1,7,1
351,9,84,90,2023-04-21,1,1,2,15000,2022-10-25,178,3,2,5,3
235,8,73,77,2024-10-07,4,4,1,13523,2024-07-08,91,10,3,1,2
166,1,1,10,2024-08-26,1,1,2,15000,2024-03-18,161,8,5,1,2
416,8,77,78,2024-02-17,7,7,1,13671,2023-09-06,164,5,4,6,1
298,6,57,53,2023-12-24,1,1,2,9627,2023-12-05,19,9,3,7,2
47,10,95,96,2024-03-13,10,10,4,15000,2023-09-17,178,4,4,3,3
272,4,36,37,2025-03-26,3,3,2,5755,2025-02-28,26,7,1,3,1
9,8,73,74,2024-07-09,6,6,2,14933,2024-02-05,155,3,2,2,1
368,5,43,42,2023-04-17,5,5,1,6056,2023-01-23,84,7,5,1,3
333,9,85,87,2025-11-06,5,5,1,1823,2025-06-27,132,8,2,4,1
342,3,29,30,2025-06-08,8,8,2,11842,2025-03-20,80,9,2,7,1
249,2,19,14,2025-07-07,5,5,1,7460,2025-06-19,18,8,3,1,1
294,10,96,92,2023-02-21,4,4,3,10861,2022-12-22,61,9,5,2,1
497,7,61,67,2025-02-04,10,10,3,15000,2024-10-05,122,10,3,2,1
187,8,72,80,2024-09-26,7,7,1,14035,2024-08-02,55,2,2,4,1
128,5,47,46,2023-09-27,3,3,2,15000,2023-07-15,74,1,2,3,1
418,2,12,15,2023-02-03,6,6,3,15000,2023-01-01,33,6,5,5,2
317,2,11,20,2024-03-18,3,3,4,15000,2024-02-11,36,5,2,1,3
383,8,80,78,2023-02-28,1,1,2,15000,2023-02-27,1,6,2,2,3
284,7,66,69,2024-07-31,1,1,1,15000,2024-07-12,19,6,3,3,3
273,10,94,97,2023-05-06,10,10,4,15000,2022-12-17,140,10,4,6,3
325,8,76,75,2023-10-27,10,10,2,15000,2023-10-17,10,9,2,5,1
302,10,91,100,2025-08-18,7,7,4,15000,2025-06-22,57,8,5,1,1
323,5,46,45,2024-04-13,1,1,1,12087,2023-12-12,123,4,1,6,2
125,7,67,65,2024-10-18,4,4,1,8429,2024-07-13,97,9,5,5,3
158,7,63,65,2024-09-12,7,7,2,9878,2024-09-10,2,10,4,4,2
293,8,78,80,2025-12-10,5,5,3,15000,2025-10-30,41,5,2,3,2
308,4,31,39,2024-03-01,10,10,1,13614,2024-01-11,50,6,4,5,2
384,8,76,72,2023-12-31,6,6,4,15000,2023-10-18,74,8,3,7,3
435,4,36,34,2025-12-07,2,2,3,15000,2025-10-22,46,1,2,7,3
454,2,19,17,2023-12-28,5,5,3,15000,2023-10-19,70,9,4,4,1
234,9,89,82,2025-01-05,5,5,3,15000,2024-12-26,10,7,3,7,1
172,2,16,15,2025-06-14,10,10,2,11748,2025-03-22,84,1,1,6,3
385,7,70,64,2024-05-21,7,7,2,15000,2023-12-20,153,1,4,2,3
400,9,85,84,2024-04-10,5,5,3,15000,2023-10-19,174,7,2,3,1
134,4,33,35,2024-07-31,3,3,4,15000,2024-05-21,71,4,3,3,1
171,9,87,82,2024-05-16,9,9,4,15000,2024-03-11,66,8,2,4,3
222,3,27,25,2025-09-11,10,10,3,15000,2025-08-26,16,4,4,4,2
383,6,52,59,2024-12-03,3,3,1,15000,2024-10-23,41,5,5,2,3
66,2,17,16,2025-06-05,1,1,2,489,2025-01-14,142,6,1,4,1
478,8,76,74,2024-12-20,3,3,2,15000,2024-07-19,154,5,3,5,2
125,9,87,84,2023-08-12,10,10,3,6866,2023-07-18,25,10,5,6,2
496,5,42,43,2024-05-03,4,4,1,14467,2024-01-20,104,2,3,5,1
261,8,80,76,2024-08-19,6,6,1,1173,2024-06-24,56,9,3,1,2
426,7,63,68,2024-06-24,4,4,2,15000,2024-04-14,71,1,5,1,3
372,10,93,95,2023-09-30,7,7,1,10423,2023-09-20,10,9,4,6,1
300,10,92,98,2024-02-07,6,6,4,15000,2023-10-28,102,6,4,3,2
263,10,99,100,2023-03-01,2,2,4,15000,2022-10-07,145,7,1,3,3
18,9,82,90,2024-08-22,5,5,2,9774,2024-07-14,39,4,5,4,2
463,10,91,97,2025-05-18,7,7,4,15000,2025-04-09,39,9,2,7,1
496,8,71,80,2023-09-15,9,9,3,15000,2023-05-09,129,9,5,5,1
142,2,17,14,2024-06-09,7,7,3,15000,2024-02-12,118,10,5,7,2
53,9,90,89,2023-01-28,7,7,2,15000,2022-09-23,127,6,3,6,2
429,10,94,98,2024-10-09,4,4,1,15000,2024-10-04,5,1,1,3,2
484,5,44,42,2025-08-16,8,8,3,14336,2025-04-25,113,4,4,6,1
228,2,18,16,2025-10-24,9,9,2,9320,2025-09-12,42,6,3,5,1
404,6,59,53,2025-03-02,4,4,4,15000,2025-02-26,4,10,5,7,2
410,5,41,44,2024-02-16,10,10,2,15000,2023-10-14,125,4,1,5,1
109,4,32,31,2025-09-12,4,4,1,13109,2025-06-04,100,6,5,5,3
420,2,17,15,2024-06-25,4,4,1,14056,2024-03-28,89,5,1,2,1
341,2,20,15,2023-05-06,5,5,2,4635,2023-04-04,32,7,5,6,2
65,1,4,6,2024-05-14,7,7,2,7793,2023-12-04,162,9,2,2,1
256,1,7,8,2024-09-16,3,3,1,4766,2024-07-10,68,3,5,1,1
333,7,70,68,2024-12-04,7,7,2,15000,2024-09-13,82,7,3,3,2
426,1,10,2,2023-01-28,2,2,4,15000,2022-11-20,69,6,4,6,3
132,1,5,8,2023-05-05,9,9,1,1580,2022-12-10,146,4,3,5,1
180,9,90,88,2024-11-07,1,1,4,5877,2024-09-19,49,1,1,4,2
158,7,66,62,2024-10-13,9,9,3,15000,2024-07-26,79,1,5,7,2
101,8,77,79,2024-02-26,5,5,3,15000,2023-09-08,171,5,5,1,1
491,9,83,90,2024-10-10,3,3,1,2847,2024-04-13,180,8,2,4,1
34,5,49,47,2025-09-08,7,7,1,3241,2025-08-07,32,2,1,1,2
446,9,87,90,2024-01-04,10,10,4,15000,2023-10-27,69,8,5,4,3
317,9,83,86,2023-03-11,10,10,4,15000,2023-01-16,54,10,4,6,2
251,3,23,27,2025-05-14,2,2,2,6142,2025-01-04,130,5,2,3,2
233,2,16,14,2025-05-01,2,2,2,12869,2025-03-18,44,8,4,4,2
228,7,68,61,2025-06-01,4,4,2,15000,2025-04-03,59,9,2,7,2
172,9,89,90,2024-02-02,9,9,4,15000,2023-12-18,46,8,2,5,3
230,3,27,21,2025-03-25,1,1,2,15000,2025-02-10,43,1,5,2,2
160,1,6,3,2025-09-22,1,1,4,15000,2025-05-17,128,5,2,1,2
217,9,88,90,2025-07-27,5,5,4,15000,2025-06-24,33,8,4,7,2
262,7,64,70,2024-11-16,8,8,2,4699,2024-09-17,60,8,4,6,1
323,5,45,48,2025-03-27,7,7,2,15000,2025-01-26,60,6,2,4,2
315,4,32,31,2023-10-15,9,9,2,15000,2023-05-02,166,3,4,7,2
334,8,76,74,2025-12-16,4,4,4,15000,2025-10-09,68,4,2,2,2
201,3,23,28,2025-08-20,6,6,2,6132,2025-08-04,16,3,3,3,2
116,5,41,50,2023-04-12,5,5,3,15000,2023-02-15,56,6,3,3,1
334,1,6,9,2025-08-26,10,10,3,3684,2025-04-30,118,6,1,2,2
462,2,11,12,2024-08-21,3,3,1,5549,2024-06-18,64,10,3,3,3
428,7,66,61,2025-03-19,6,6,1,6624,2025-02-12,35,3,4,3,2
253,8,78,74,2024-12-13,3,3,1,15000,2024-07-22,144,10,1,5,3
292,9,90,83,2025-02-16,4,4,1,5569,2024-08-23,177,8,3,7,1
120,8,76,71,2024-05-13,6,6,1,9744,2024-05-07,6,6,2,1,2
199,8,71,75,2024-05-28,2,2,2,15000,2024-04-14,44,6,4,2,1
488,7,64,66,2024-02-07,7,7,4,15000,2023-08-24,167,1,3,3,2
279,9,86,90,2025-03-09,1,1,3,15000,2024-09-21,169,10,2,7,2
349,9,90,86,2023-05-31,1,1,2,15000,2023-02-20,100,5,3,3,2
47,4,33,35,2024-12-24,5,5,4,15000,2024-09-11,104,4,5,2,2
254,3,29,28,2024-07-16,5,5,3,14690,2024-03-25,113,10,5,2,1
345,4,34,39,2024-11-20,4,4,4,15000,2024-10-21,30,3,4,3,1
452,10,97,95,2024-12-21,1,1,1,5602,2024-08-05,138,10,1,6,1
4,10,92,100,2024-07-10,4,4,2,15000,2024-06-10,30,1,4,3,2
189,4,32,39,2024-01-18,6,6,2,15000,2023-10-19,91,5,4,4,1
329,3,23,22,2023-03-02,7,7,1,619,2022-10-14,139,3,3,4,1
365,5,44,49,2023-07-22,6,6,3,15000,2023-04-07,106,5,2,6,1
315,3,26,23,2024-05-11,8,8,1,14310,2023-12-01,162,1,2,6,2
396,7,62,66,2023-10-10,3,3,3,9813,2023-04-23,170,7,2,2,2
80,10,93,97,2023-01-06,6,6,2,15000,2022-09-25,103,1,2,5,3
326,4,33,40,2023-11-04,2,2,4,15000,2023-06-08,149,9,1,6,1
460,2,15,11,2024-05-14,3,3,2,5525,2024-03-11,64,6,3,2,2
338,4,34,40,2024-09-26,7,7,4,11452,2024-07-28,60,8,3,4,1
164,9,90,88,2025-03-25,6,6,4,15000,2025-02-28,25,3,1,2,2
151,5,47,50,2023-11-16,3,3,2,15000,2023-10-10,37,6,5,4,3
64,7,63,66,2024-10-18,10,10,4,15000,2024-10-03,15,8,1,5,3
458,6,54,60,2023-08-21,1,1,1,8198,2023-06-22,60,2,4,1,1
242,6,54,52,2023-03-26,7,7,2,13462,2023-02-27,27,8,4,7,2
82,3,23,29,2023-05-22,8,8,4,15000,2023-02-18,93,8,2,1,3
255,7,67,68,2025-08-04,7,7,3,9953,2025-04-16,110,5,2,1,2
82,8,78,77,2023-04-30,9,9,2,15000,2023-02-17,72,4,4,7,3
131,5,44,43,2023-08-13,8,8,3,15000,2023-07-14,30,9,3,7,3
159,1,1,7,2023-08-22,8,8,3,15000,2023-05-19,95,10,5,2,1
424,9,83,81,2024-04-01,3,3,2,15000,2023-11-16,137,4,3,1,1
6,4,33,35,2023-07-29,4,4,4,15000,2023-03-10,141,8,5,6,3
475,4,37,36,2025-04-09,3,3,1,5515,2025-02-23,45,3,5,3,2
150,7,67,64,2024-02-08,4,4,3,15000,2024-01-06,33,9,2,4,1
307,4,33,31,2024-10-11,2,2,4,1487,2024-07-20,83,7,2,5,1
192,4,38,33,2023-03-22,2,2,1,13668,2022-11-04,138,10,4,3,1
262,1,1,6,2025-10-08,2,2,1,7750,2025-10-05,3,6,3,3,1
411,10,100,92,2025-02-22,7,7,4,15000,2024-11-09,105,8,3,6,3
435,4,39,35,2025-05-14,5,5,4,15000,2025-04-16,28,5,4,3,3
157,6,59,53,2025-08-12,7,7,3,15000,2025-06-15,58,10,4,2,2
89,3,23,27,2023-03-26,9,9,2,7814,2022-11-08,138,6,4,7,3
306,5,45,48,2023-03-17,7,7,4,15000,2022-09-30,168,1,5,5,2
301,7,67,66,2023-02-08,5,5,3,15000,2022-11-21,79,9,4,3,2
77,4,31,35,2024-03-12,3,3,2,2636,2024-02-02,39,4,2,2,3
164,6,57,56,2023-04-02,8,8,2,15000,2023-02-12,49,10,5,7,3
97,6,54,53,2023-02-04,2,2,4,15000,2022-08-29,159,5,5,6,2
259,1,1,8,2023-08-11,1,1,4,3623,2023-05-21,82,4,4,5,1
154,2,11,20,2025-12-27,1,1,2,15000,2025-09-10,108,10,4,6,1
424,6,52,58,2024-10-04,1,1,4,15000,2024-07-12,84,2,5,5,1
68,7,62,63,2025-12-18,1,1,1,2620,2025-07-10,161,7,1,4,1
66,6,53,57,2024-08-10,10,10,2,15000,2024-03-29,134,8,5,6,2
400,6,56,57,2025-12-13,9,9,4,14104,2025-06-26,170,5,4,6,2
485,4,33,40,2025-05-18,10,10,4,15000,2025-03-14,65,5,5,7,2
442,8,78,74,2025-09-19,10,10,2,15000,2025-07-14,67,6,1,5,3
249,2,16,11,2024-08-19,8,8,1,2282,2024-04-07,134,2,2,1,2
491,7,62,68,2024-03-10,9,9,4,15000,2024-01-07,63,8,3,7,1
375,6,54,51,2025-10-24,8,8,2,1374,2025-05-14,163,2,1,5,1
358,9,89,82,2023-02-20,8,8,1,11832,2023-01-25,26,8,4,1,1
268,5,46,50,2023-10-18,3,3,2,4361,2023-09-26,22,2,5,3,1
297,9,85,88,2024-08-01,10,10,1,8906,2024-03-09,145,3,3,4,2
369,4,38,40,2025-03-24,7,7,2,15000,2024-10-10,165,10,2,1,1
442,2,19,14,2024-03-22,8,8,4,15000,2023-12-07,106,2,2,5,2
110,5,49,45,2023-09-26,5,5,3,15000,2023-07-30,58,8,5,2,2
136,6,54,53,2023-05-28,10,10,1,4873,2023-05-18,10,3,2,7,2
34,4,40,33,2024-08-27,9,9,3,13216,2024-03-17,163,6,4,2,3
369,5,45,44,2023-07-14,4,4,1,12508,2023-01-18,177,2,4,5,2
194,9,90,86,2023-07-22,8,8,1,930,2023-02-11,161,5,2,6,2
156,8,77,79,2023-03-27,8,8,3,6337,2022-12-22,95,7,1,1,2
378,2,20,16,2024-03-03,2,2,1,5807,2023-10-20,135,4,5,7,3
356,3,23,27,2024-03-01,6,6,2,9624,2024-01-22,39,7,1,5,2
158,9,82,85,2023-11-24,2,2,4,15000,2023-06-24,153,9,1,5,2
143,7,67,66,2024-10-29,7,7,2,15000,2024-10-11,18,7,3,2,1
2,7,67,65,2025-01-04,3,3,1,6048,2024-09-16,110,7,3,6,1
328,4,36,37,2023-04-23,3,3,2,15000,2023-02-13,69,8,1,7,1
489,9,90,86,2025-01-14,5,5,2,12942,2024-09-18,118,10,5,2,1
183,10,93,91,2023-06-03,6,6,2,9744,2023-05-23,11,1,5,6,1
490,9,85,90,2023-05-26,6,6,2,15000,2023-05-20,6,9,5,5,2
45,9,87,84,2025-02-10,9,9,3,15000,2024-09-17,146,4,1,1,2
63,5,43,47,2025-12-26,5,5,4,15000,2025-11-05,51,6,2,5,3
134,2,17,14,2023-02-02,1,1,1,15000,2023-01-26,7,10,2,4,1
218,5,47,41,2024-10-11,7,7,3,15000,2024-06-18,115,8,2,5,1
423,8,78,80,2024-07-19,6,6,2,1262,2024-06-24,25,1,4,5,1
434,2,17,16,2025-10-06,1,1,1,15000,2025-04-30,159,2,3,1,3
215,8,79,77,2024-11-26,8,8,4,15000,2024-09-29,58,6,3,2,1
185,3,25,30,2024-11-15,1,1,4,15000,2024-06-15,153,8,2,5,1
225,8,74,76,2025-06-23,10,10,1,11848,2025-03-17,98,9,5,1,1
403,10,96,93,2025-04-07,1,1,3,15000,2025-03-10,28,3,4,1,3
160,4,32,37,2024-06-03,10,10,1,15000,2024-01-26,129,2,2,1,3
98,6,58,52,2023-07-30,2,2,4,15000,2023-05-15,76,3,2,7,2
18,2,20,15,2025-09-06,2,2,3,3980,2025-07-20,48,5,2,6,2
124,8,75,76,2025-02-19,5,5,4,15000,2024-08-29,174,8,1,3,2
317,6,60,59,2024-05-22,1,1,2,8604,2023-12-24,150,10,5,3,1
192,5,41,45,2023-07-09,7,7,3,15000,2023-04-18,82,3,3,7,1
377,6,52,60,2024-03-17,5,5,4,15000,2023-11-06,132,6,3,7,1
242,9,86,90,2024-03-25,8,8,2,15000,2023-12-28,88,5,1,1,3
444,7,61,66,2025-09-14,10,10,1,15000,2025-04-04,163,4,2,7,2
208,10,98,94,2023-10-15,8,8,3,15000,2023-09-04,41,8,3,7,1
294,7,70,64,2024-11-11,8,8,4,15000,2024-06-12,152,10,5,1,1
433,9,90,81,2023-01-06,1,1,2,15000,2022-12-24,13,6,3,5,3
26,10,98,91,2024-10-18,8,8,4,15000,2024-07-17,93,4,1,5,1
106,6,60,57,2023-07-21,3,3,2,4052,2023-04-22,90,9,2,5,3
62,3,28,29,2023-10-04,3,3,3,1091,2023-09-14,20,10,2,3,3
132,8,75,79,2023-01-02,1,1,4,15000,2022-09-17,107,8,4,1,1
282,6,56,52,2025-02-04,1,1,2,954,2024-09-11,146,6,1,2,2
260,8,72,77,2024-03-17,4,4,3,15000,2024-01-13,64,2,3,7,1
357,7,63,62,2024-12-24,8,8,1,6543,2024-09-13,102,2,5,2,3
318,9,85,83,2025-08-31,10,10,3,8224,2025-05-31,92,5,3,7,1
494,9,84,81,2025-03-21,5,5,1,8019,2024-10-14,158,7,5,5,1
57,9,84,86,2025-12-13,8,8,1,4458,2025-07-14,152,1,2,6,2
317,4,36,34,2023-10-14,2,2,2,1356,2023-04-28,169,3,1,6,2
133,6,58,52,2025-04-09,3,3,2,15000,2024-11-08,152,2,4,3,2
388,3,23,24,2025-04-20,8,8,3,15000,2025-03-06,45,1,4,7,1
343,7,66,69,2024-12-13,2,2,2,15000,2024-08-12,123,2,1,5,1
11,9,81,82,2025-12-28,6,6,1,4066,2025-09-04,115,3,3,7,1
462,5,46,49,2023-03-25,4,4,2,8840,2022-12-30,85,7,4,6,1
485,7,66,61,2024-11-09,4,4,4,15000,2024-07-17,115,8,2,6,2
123,9,89,86,2024-06-04,5,5,4,10312,2024-02-17,108,10,2,2,2
30,6,53,55,2025-06-26,10,10,2,15000,2025-04-28,59,7,2,4,3
328,3,29,28,2025-05-11,10,10,3,15000,2025-02-12,88,9,5,7,2
136,3,29,21,2024-05-15,9,9,3,15000,2024-03-13,63,4,4,3,3
11,3,29,23,2024-05-10,9,9,1,6268,2024-04-17,23,4,4,5,2
420,10,93,95,2025-06-26,10,10,4,15000,2025-01-16,161,5,3,4,1
434,4,38,32,2023-08-24,8,8,4,11529,2023-05-16,100,3,2,4,1
28,10,99,98,2023-02-26,10,10,3,11162,2022-09-01,178,2,2,7,1
290,7,61,63,2023-04-27,4,4,3,15000,2022-11-14,164,8,5,4,2
72,9,87,84,2025-09-08,5,5,4,15000,2025-04-04,157,3,5,1,3
386,10,95,91,2025-09-27,2,2,2,8721,2025-07-03,86,5,1,6,2
25,10,99,96,2024-01-20,5,5,2,5600,2023-09-30,112,6,4,6,2
234,7,66,65,2023-04-18,7,7,3,15000,2023-04-09,9,9,5,2,2
11,6,59,58,2025-03-11,6,6,1,7443,2024-10-11,151,1,3,2,2
199,6,54,53,2024-02-22,2,2,2,15000,2023-09-25,150,3,2,4,1
70,8,77,74,2024-07-12,6,6,3,15000,2024-04-19,84,6,3,5,1
245,3,30,29,2023-04-18,5,5,2,15000,2023-03-03,46,6,5,2,3
12,4,33,37,2024-04-28,9,9,1,4452,2024-02-14,74,9,1,7,1
41,7,66,61,2023-09-15,2,2,1,6497,2023-05-15,123,10,5,5,2
404,10,95,96,2023-08-09,5,5,3,15000,2023-04-29,102,7,3,3,1
148,7,70,66,2023-05-07,9,9,1,7522,2023-04-22,15,3,2,7,2
106,2,14,20,2024-04-13,8,8,4,15000,2024-02-08,65,3,5,6,1
490,2,16,18,2023-03-03,3,3,3,15000,2022-10-30,124,3,5,5,2
261,5,47,50,2024-10-15,6,6,4,15000,2024-06-23,114,8,5,2,3
266,6,60,51,2023-10-04,1,1,2,3054,2023-09-10,24,10,2,3,1
427,6,52,53,2023-01-17,9,9,1,6676,2022-12-03,45,4,2,2,1
244,7,70,63,2023-01-28,2,2,2,11496,2022-08-05,176,9,3,6,1
494,8,80,73,2023-08-26,9,9,2,15000,2023-04-04,144,3,4,6,3
200,7,61,62,2023-09-27,6,6,2,15000,2023-05-22,128,5,3,3,2
437,10,94,96,2025-11-14,3,3,1,14095,2025-08-19,87,1,1,5,3
479,6,59,52,2023-02-16,9,9,3,15000,2022-09-07,162,3,4,4,3
238,2,14,13,2023-06-25,3,3,4,15000,2023-01-27,149,4,1,7,3
301,10,100,99,2025-12-06,10,10,1,1528,2025-10-24,43,3,4,6,2
386,2,16,18,2024-04-04,10,10,1,7443,2023-10-12,175,7,3,4,3
58,10,94,100,2025-01-16,2,2,2,6648,2024-11-02,75,8,3,4,3
17,6,59,58,2023-03-31,7,7,4,15000,2022-11-11,140,8,3,5,1
391,8,78,73,2025-10-25,1,1,3,15000,2025-08-13,73,6,2,6,2
442,2,19,20,2024-04-26,9,9,1,11562,2024-03-26,31,6,2,5,1
88,8,76,77,2023-04-20,4,4,4,15000,2023-02-16,63,4,5,4,1
59,3,25,23,2025-10-13,10,10,3,9363,2025-05-05,161,2,4,1,2
278,10,97,99,2024-05-13,3,3,4,15000,2024-05-12,1,8,3,1,1
368,7,66,64,2023-10-19,2,2,3,15000,2023-07-16,95,5,1,4,3
324,4,32,36,2025-12-25,3,3,1,13115,2025-10-05,81,4,3,4,1
392,9,85,84,2023-04-10,1,1,3,14304,2023-02-16,53,3,5,1,2
313,4,34,33,2023-05-29,9,9,3,15000,2023-03-23,67,2,2,1,1
232,1,7,5,2023-08-06,3,3,3,15000,2023-07-24,13,5,4,7,1
324,5,44,47,2023-07-22,5,5,2,15000,2023-06-26,26,3,3,6,2
437,6,60,57,2024-06-05,6,6,3,10550,2024-04-27,39,3,1,3,1
289,2,16,14,2025-02-25,7,7,4,15000,2024-12-02,85,9,3,2,2
74,6,55,60,2023-05-01,8,8,4,8756,2023-04-02,29,2,2,1,1
70,5,46,48,2023-12-13,7,7,4,8236,2023-12-08,5,2,2,3,2
420,3,23,25,2024-03-03,10,10,4,15000,2023-11-16,108,7,3,7,3
428,1,1,2,2025-05-20,5,5,2,15000,2024-11-24,177,9,3,2,3
307,6,55,51,2025-07-10,4,4,3,15000,2025-03-10,122,7,1,4,3
281,7,70,64,2025-03-08,9,9,3,15000,2025-01-20,47,10,1,6,1
379,1,10,3,2024-07-07,6,6,1,6363,2024-04-20,78,5,4,7,2
87,8,80,71,2025-02-10,8,8,4,15000,2024-10-24,109,8,3,1,1
327,7,65,61,2025-09-09,6,6,1,9787,2025-05-02,130,2,1,2,3
104,2,16,15,2024-07-10,9,9,4,15000,2024-07-02,8,5,1,3,1
414,7,65,67,2024-06-25,5,5,2,15000,2024-03-17,100,7,3,2,1
324,3,26,23,2023-06-01,8,8,1,15000,2023-02-16,105,4,4,4,1
353,10,91,97,2024-04-29,10,10,2,15000,2023-12-31,120,7,3,1,2
245,7,65,70,2024-08-26,10,10,2,1963,2024-05-28,90,4,5,1,2
478,2,19,11,2023-08-23,2,2,2,5893,2023-06-26,58,4,5,3,2
186,5,49,41,2024-08-06,8,8,3,15000,2024-05-21,77,10,1,2,3
233,4,31,38,2024-04-06,4,4,4,15000,2023-12-08,120,8,4,6,2
392,5,46,44,2025-02-07,7,7,3,15000,2024-10-15,115,8,3,5,1
171,2,16,20,2023-01-23,3,3,1,15000,2022-08-23,153,4,1,1,2
240,2,20,11,2023-07-31,6,6,1,3584,2023-05-12,80,3,2,1,3
32,4,38,40,2023-02-17,6,6,3,15000,2023-01-04,44,7,5,5,3
490,2,15,20,2024-10-25,2,2,4,15000,2024-08-29,57,1,2,5,1
415,10,97,100,2024-09-08,1,1,2,15000,2024-04-21,140,8,2,7,1
400,4,31,38,2024-02-23,9,9,4,4547,2024-01-17,37,7,4,5,2
233,8,78,79,2023-10-23,3,3,2,15000,2023-10-22,1,7,3,1,3
500,5,47,46,2023-05-29,3,3,4,15000,2023-03-10,80,4,4,1,2
307,8,72,73,2023-08-22,10,10,1,1651,2023-06-08,75,10,1,2,1
230,6,52,58,2023-05-25,3,3,2,15000,2022-12-28,148,9,4,4,1
83,5,43,42,2023-05-31,4,4,2,6650,2023-05-16,15,5,4,3,2
13,1,8,7,2024-07-13,1,1,2,1403,2024-01-18,177,10,2,6,1
225,10,93,92,2023-11-08,4,4,4,15000,2023-08-28,72,4,4,3,3
84,2,18,19,2025-03-23,10,10,2,15000,2025-01-14,68,4,1,7,1
175,4,33,36,2023-05-13,5,5,3,15000,2022-11-25,169,1,3,6,3
303,7,70,68,2024-09-02,8,8,1,1966,2024-05-16,109,4,4,1,1
53,2,19,11,2025-08-25,5,5,2,15000,2025-04-11,136,6,3,1,1
178,4,37,35,2024-04-06,6,6,4,15000,2023-12-12,116,2,2,6,2
232,2,18,11,2025-09-22,7,7,2,10090,2025-07-13,71,6,4,1,1
351,1,4,7,2024-10-27,6,6,4,15000,2024-07-01,118,7,4,7,2
497,2,18,17,2023-04-06,8,8,3,15000,2023-01-12,84,6,3,4,2
103,7,61,65,2025-01-04,3,3,2,15000,2024-10-21,75,7,1,6,2
41,7,69,65,2024-03-12,4,4,1,15000,2024-02-10,31,1,2,2,2
155,6,53,56,2023-09-18,10,10,1,13199,2023-05-05,136,1,3,1,2
6,3,27,22,2025-08-06,7,7,3,15000,2025-03-06,153,2,1,3,1
399,3,22,21,2024-06-30,1,1,2,15000,2024-06-16,14,7,3,7,1
210,6,60,55,2024-04-25,4,4,1,1818,2024-02-15,70,6,5,4,2
47,2,16,19,2025-12-04,8,8,1,1661,2025-08-15,111,10,1,4,2
383,9,86,82,2023-04-23,1,1,3,937,2023-03-30,24,4,4,7,2
406,8,77,80,2025-03-29,8,8,4,2501,2024-12-12,107,1,4,6,2
219,10,99,95,2025-06-30,1,1,2,1335,2025-05-14,47,8,5,1,3
31,9,90,83,2025-08-22,3,3,1,8541,2025-03-15,160,7,4,5,2
422,6,51,58,2024-10-30,8,8,3,15000,2024-09-18,42,7,2,3,2
354,4,35,34,2024-04-14,2,2,3,1239,2024-03-25,20,8,3,7,2
322,3,24,27,2025-01-30,8,8,1,15000,2024-09-03,149,10,3,4,2
218,2,15,19,2024-10-23,8,8,3,15000,2024-07-24,91,9,4,3,2
66,2,17,19,2025-08-20,1,1,2,15000,2025-03-15,158,10,2,3,1
254,3,27,29,2024-08-06,5,5,3,15000,2024-03-29,130,8,5,2,1
478,3,25,23,2024-09-22,4,4,1,12470,2024-05-11,134,10,1,7,1
482,6,60,51,2024-03-03,7,7,3,15000,2024-01-24,39,10,3,7,2
170,5,46,44,2024-09-14,8,8,4,13071,2024-07-08,68,6,3,6,2
146,9,86,90,2023-04-28,2,2,3,14537,2022-11-11,168,4,2,5,1
327,1,10,3,2025-01-28,10,10,1,12249,2024-12-17,42,5,1,2,1
98,9,88,84,2023-06-04,7,7,2,15000,2023-04-02,63,4,5,7,2
365,10,94,93,2023-02-13,5,5,3,15000,2023-01-20,24,9,5,1,1
316,8,76,77,2023-01-30,3,3,4,15000,2022-08-04,179,3,2,1,3
106,6,57,52,2024-05-29,2,2,2,15000,2024-02-09,110,6,5,3,2
202,2,14,13,2024-12-18,10,10,1,10126,2024-09-06,103,7,4,3,3
88,7,67,70,2023-05-30,6,6,3,15000,2023-01-26,124,7,4,2,1
175,1,4,7,2025-08-10,2,2,4,8450,2025-04-28,104,2,1,7,1
7,1,5,9,2025-01-31,1,1,3,15000,2025-01-22,9,9,3,5,2
429,6,53,59,2025-09-17,3,3,1,15000,2025-09-08,9,4,4,3,2
167,3,26,29,2024-03-25,5,5,3,6677,2024-01-08,77,7,2,1,2
82,1,1,4,2025-12-07,4,4,3,15000,2025-09-13,85,8,1,7,3
438,6,53,54,2024-11-11,4,4,2,12668,2024-08-14,89,3,3,1,1
168,7,62,65,2025-04-13,2,2,3,15000,2025-01-22,81,10,3,7,1
477,6,58,60,2025-12-24,9,9,1,1622,2025-12-12,12,2,1,3,2
228,9,85,88,2024-07-05,3,3,2,10931,2024-01-31,156,9,4,5,1
444,1,6,8,2023-10-13,1,1,3,3773,2023-07-03,102,10,5,5,2
314,6,58,53,2025-08-16,5,5,2,11893,2025-05-26,82,2,3,6,1
306,2,17,14,2024-05-01,1,1,2,3354,2024-04-27,4,1,4,3,2
377,8,78,76,2025-06-24,9,9,4,15000,2025-05-25,30,2,3,2,3
